,ID,Year_Birth,Age,Generation,Education,Income,Dt_Customer,IncomeCategory,FamilyQty,Recency,Wine,Fruit,Meat,Fish,Sweet,Gold,Total_Amount,Deals_Purchase,Web_Purchase,Catalog_Purchase,Store_Purchase,Web_Visit,Freq_Purchase,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Latest_Cmp,Total_AccCmp
180,7698,1976,38,Gen X,PhD,51650.0,2014-05-11,Middle,3,81,152,3,22,2,5,7,191,1,4,1,4,5,9,0,0,0,0,0,0,0,0
181,3559,1988,26,Millennials,Master,16248.0,2014-05-10,Low,3,77,12,11,10,3,12,9,57,3,2,1,3,6,6,0,0,0,0,0,0,0,0
182,10562,1946,68,Baby Boomer,Master,66835.0,2013-09-28,High,2,21,620,26,195,34,17,141,1033,1,6,4,13,2,23,0,0,0,0,0,0,0,0
183,10796,1984,30,Millennials,Master,30477.0,2014-01-22,Middle,3,16,47,1,6,0,0,12,66,1,1,1,3,6,5,0,0,0,0,0,0,0,0
184,2563,1961,53,Baby Boomer,Basic,28249.0,2014-06-15,Low,2,80,1,9,7,2,14,10,43,1,2,0,3,6,5,0,0,0,0,0,0,0,0
185,3518,1983,31,Millennials,Graduation,25271.0,2012-12-05,Low,3,45,10,1,18,10,4,7,50,1,1,1,2,9,4,0,0,0,0,0,0,0,0
186,5823,1970,44,Gen X,PhD,32303.0,2014-03-08,Middle,2,63,35,0,2,0,0,2,39,2,1,0,4,5,5,0,0,0,0,0,0,0,0
187,3934,1966,48,Gen X,Graduation,61286.0,2013-08-02,High,3,34,356,0,107,19,9,117,608,2,7,1,8,5,16,0,0,0,0,0,0,0,0
188,6982,1976,38,Gen X,Graduation,74068.0,2013-03-19,High,2,14,783,30,537,140,76,15,1581,1,4,10,9,2,23,0,0,0,0,0,0,0,0
189,6431,1964,50,Gen X,PhD,45759.0,2013-02-23,Middle,4,13,42,1,18,3,0,4,68,2,2,0,3,7,5,0,0,0,0,0,0,0,0
190,9733,1978,36,Gen X,Basic,24882.0,2012-09-09,Low,3,52,1,4,10,29,0,36,80,1,1,1,2,6,4,1,0,0,0,0,0,0,1
191,5602,1989,25,Millennials,PhD,66973.0,2013-05-17,High,2,98,466,22,432,147,113,102,1282,1,8,7,12,3,27,0,0,0,0,0,0,0,0
193,1324,1988,26,Millennials,Graduation,38872.0,2013-05-30,Middle,3,93,23,3,21,3,19,22,91,2,3,0,3,8,6,0,0,0,0,0,0,0,0
194,326,1973,41,Gen X,Graduation,51148.0,2013-02-18,Middle,4,38,235,6,45,8,9,12,315,4,5,1,6,6,12,0,0,0,0,0,0,0,0
195,7224,1977,37,Gen X,Graduation,31353.0,2013-12-29,Middle,4,24,10,0,10,3,1,7,31,2,1,1,2,8,4,0,0,0,0,0,0,0,0
196,6999,1980,34,Millennials,Master,69661.0,2014-05-13,High,2,80,656,16,106,32,16,8,834,1,7,3,12,3,22,0,0,0,0,0,0,0,0
197,9938,1954,60,Baby Boomer,Graduation,80067.0,2013-09-19,High,2,82,519,17,813,27,173,51,1600,1,4,6,6,2,16,0,0,1,0,0,0,0,1
198,6422,1954,60,Baby Boomer,Graduation,86718.0,2013-01-17,High,2,20,344,189,482,50,33,172,1270,1,5,6,5,2,16,0,0,0,0,0,0,0,0
199,3182,1973,41,Gen X,PhD,46854.0,2014-03-31,Middle,3,81,96,1,79,7,1,79,263,6,5,1,3,8,9,1,0,0,0,0,0,1,2
200,7300,1952,62,Baby Boomer,Graduation,69142.0,2014-06-29,High,2,50,448,4,34,6,4,39,535,3,8,1,7,5,16,0,1,0,0,0,0,0,1
201,10424,1968,46,Gen X,Graduation,75922.0,2013-12-09,High,1,60,265,138,553,224,23,92,1295,1,4,4,9,1,17,0,0,0,0,0,0,0,0
202,8727,1978,36,Gen X,Graduation,63693.0,2013-10-14,High,2,63,587,43,337,42,87,54,1150,3,11,6,9,6,26,0,0,0,0,0,0,0,0
203,2798,1977,37,Gen X,PhD,102160.0,2012-11-02,Very High,2,54,763,29,138,76,176,58,1240,0,7,9,10,4,26,0,1,1,1,0,0,1,4
204,1030,1965,49,Gen X,PhD,40637.0,2013-07-17,Middle,3,72,22,0,13,0,0,3,38,2,1,0,3,7,4,0,0,0,0,0,0,0,0
205,624,1984,30,Millennials,Master,18890.0,2012-11-10,Low,1,5,6,4,1,7,2,15,35,1,0,1,2,6,3,1,0,0,0,0,0,1,2
206,5176,1988,26,Millennials,Graduation,29604.0,2013-12-08,Low,3,88,7,6,13,7,6,14,53,1,1,0,3,9,4,1,0,0,0,0,0,0,1
207,5552,1963,51,Baby Boomer,Master,48721.0,2013-05-13,Middle,3,50,81,18,113,47,13,21,293,6,4,2,5,6,11,0,0,0,0,0,0,0,0
208,868,1966,48,Gen X,Graduation,44794.0,2014-06-08,Middle,3,99,54,0,7,0,0,4,65,1,2,0,3,6,5,0,0,0,0,0,0,0,0
209,380,1954,60,Baby Boomer,Graduation,64497.0,2012-09-10,High,2,17,1170,48,320,42,32,192,1804,5,11,4,9,8,24,1,0,0,0,0,0,1,2
210,2677,1956,58,Baby Boomer,Graduation,46097.0,2013-03-31,Middle,3,11,72,24,68,65,4,8,241,5,3,1,6,4,10,0,0,0,0,0,0,0,0
211,6521,1954,60,Baby Boomer,Graduation,77972.0,2014-03-18,High,2,18,613,22,319,33,102,12,1101,1,4,6,9,1,19,0,0,0,0,0,0,0,0
212,6927,1968,46,Gen X,PhD,44377.0,2012-10-05,Middle,4,70,224,0,30,0,0,10,264,8,5,1,5,8,11,0,0,0,0,0,0,0,0
213,2877,1974,40,Gen X,Master,46014.0,2013-01-21,Middle,4,21,410,0,59,19,9,44,541,10,7,1,8,7,16,0,0,0,0,0,0,0,0
214,0,1985,29,Millennials,Graduation,70951.0,2013-05-04,High,2,66,239,10,554,254,87,54,1198,1,3,4,9,1,16,0,0,0,0,0,0,0,0
215,1584,1977,37,Gen X,Graduation,41443.0,2014-04-01,Middle,3,79,171,7,171,25,19,89,482,6,8,1,5,8,14,0,0,0,0,0,0,0,0
216,7264,1978,36,Gen X,Master,52195.0,2014-05-12,Middle,4,2,12,0,4,0,0,1,17,1,1,0,2,8,3,0,0,0,0,0,0,0,0
217,6274,1948,66,Baby Boomer,Master,83790.0,2013-11-15,High,2,81,1076,16,417,42,48,16,1615,1,8,10,6,3,24,0,1,1,0,0,0,0,2
218,1377,1954,60,Baby Boomer,Master,44551.0,2013-08-31,Middle,2,24,182,4,33,0,0,66,285,2,4,1,5,7,10,0,0,0,0,0,0,0,0
219,454,1980,34,Millennials,Graduation,69508.0,2012-11-14,High,3,48,824,32,162,42,32,43,1135,2,11,4,11,6,26,0,0,0,0,0,0,0,0
220,1755,1988,26,Millennials,Master,45204.0,2014-04-11,Middle,3,93,30,11,25,29,1,18,114,1,1,1,4,3,6,0,0,0,0,0,0,0,0
221,2075,1969,45,Gen X,Graduation,72460.0,2013-11-14,High,2,56,377,10,540,80,30,10,1047,1,3,5,7,1,15,0,0,0,0,0,0,0,0
222,4785,1970,44,Gen X,PhD,77622.0,2014-04-14,High,4,3,520,7,154,19,0,14,714,2,6,3,11,3,20,0,0,0,0,0,0,0,0
223,9076,1980,34,Millennials,PhD,30732.0,2013-01-05,Middle,3,44,155,1,25,0,1,3,185,4,4,1,4,8,9,0,0,0,0,0,0,0,0
224,7079,1962,52,Baby Boomer,Graduation,63887.0,2012-09-08,High,2,38,897,23,207,15,11,92,1245,5,9,6,12,6,27,0,0,0,0,0,0,0,0
225,4653,1978,36,Gen X,Graduation,42011.0,2013-03-26,Middle,3,46,131,0,16,2,1,39,189,4,3,1,4,8,8,0,0,0,0,0,0,0,0
226,7375,1976,38,Gen X,Graduation,51369.0,2012-10-25,Middle,3,84,297,7,79,0,11,182,576,2,8,2,4,8,14,0,0,0,0,0,0,0,0
227,709,1952,62,Baby Boomer,Graduation,51537.0,2012-12-09,Middle,2,27,787,20,204,0,0,92,1103,3,2,2,11,8,15,0,0,0,0,0,0,0,0
228,460,1972,42,Gen X,PhD,79930.0,2012-08-08,High,2,72,792,86,740,67,51,17,1753,1,3,5,8,2,16,0,0,0,0,0,0,0,0
229,3726,1986,28,Millennials,PhD,34320.0,2014-02-16,Middle,3,66,4,1,9,3,0,0,17,1,1,0,2,8,3,0,0,0,0,0,0,0,0
230,6798,1966,48,Gen X,Graduation,37070.0,2013-03-20,Middle,3,30,231,7,137,4,15,39,433,9,5,1,8,7,14,0,0,0,0,0,0,1,1
231,5341,1962,52,Baby Boomer,Master,81975.0,2013-01-05,High,2,2,983,76,184,180,138,27,1588,1,6,3,4,7,13,0,0,1,0,0,0,0,1
232,1606,1971,43,Gen X,Graduation,38590.0,2013-05-15,Middle,3,65,3,1,8,4,3,3,22,1,1,0,2,8,3,0,0,0,0,0,0,0,0
233,9617,1951,63,Baby Boomer,Graduation,15033.0,2014-04-16,Low,1,37,0,4,5,6,0,4,19,1,1,0,3,3,4,0,0,0,0,0,0,0,0
234,3233,1965,49,Gen X,PhD,62745.0,2013-03-23,High,3,89,562,21,464,28,10,32,1117,3,7,8,11,5,26,0,0,0,0,0,0,0,0
235,89,1975,39,Gen X,Master,22212.0,2013-12-09,Low,3,49,5,9,20,6,8,21,69,2,2,0,4,6,6,0,0,0,0,0,0,0,0
236,2936,1982,32,Millennials,Master,23661.0,2013-12-04,Low,3,46,18,0,4,0,0,1,23,1,1,0,3,7,4,0,0,0,0,0,0,0,0
237,9449,1958,56,Baby Boomer,PhD,79761.0,2013-10-04,High,2,32,415,5,124,15,35,11,605,1,5,2,11,3,18,0,0,0,0,0,0,0,0
238,7297,1973,41,Gen X,Graduation,7500.0,2013-12-26,Low,2,54,5,3,10,12,7,20,57,4,3,1,3,7,7,0,0,0,0,0,0,0,0
240,313,1968,46,Gen X,Graduation,73455.0,2013-10-28,High,1,98,901,61,757,186,163,20,2088,1,6,5,10,3,21,0,1,0,0,0,0,0,1
241,9940,1958,56,Baby Boomer,Graduation,64961.0,2012-12-23,High,3,97,382,114,276,75,124,38,1009,2,6,4,4,3,14,0,0,0,0,0,0,0,0
242,10735,1971,43,Gen X,Graduation,22804.0,2013-07-31,Low,2,75,14,1,7,2,1,1,26,1,2,0,2,9,4,0,0,0,0,0,0,0,0
243,9529,1990,24,Millennials,Graduation,73687.0,2013-11-28,High,2,8,559,153,503,218,13,181,1627,1,3,9,9,2,21,0,0,0,1,0,0,1,2
244,6439,1958,56,Baby Boomer,Graduation,61074.0,2012-08-17,High,3,37,789,0,133,0,28,152,1102,7,11,5,8,7,24,0,0,0,0,0,0,0,0
245,7411,1964,50,Gen X,PhD,31686.0,2014-06-05,Middle,4,31,11,0,5,0,0,1,17,2,1,0,3,6,4,0,0,0,0,0,0,0,0
246,2176,1972,42,Gen X,Graduation,80134.0,2013-05-20,High,3,40,1218,16,272,104,0,80,1690,2,5,3,6,6,14,0,1,1,1,0,0,1,4
247,9265,1953,61,Baby Boomer,Graduation,75027.0,2013-01-09,High,3,74,925,64,179,133,12,77,1390,2,9,4,6,5,19,0,0,0,0,0,0,0,0
248,8867,1988,26,Millennials,PhD,67546.0,2012-08-31,High,2,90,864,134,768,150,38,172,2126,1,4,10,5,3,19,0,0,0,0,0,0,0,0
249,8932,1969,45,Gen X,Master,65176.0,2012-10-29,High,3,57,960,28,183,220,70,70,1531,4,9,6,6,6,21,0,0,0,0,0,0,0,0
250,10236,1975,39,Gen X,Master,31160.0,2013-09-16,Middle,2,59,16,3,25,6,1,13,64,2,2,0,3,8,5,0,0,0,0,0,0,0,0
251,6340,1985,29,Millennials,Graduation,29938.0,2013-10-27,Low,2,52,3,3,7,0,2,11,26,2,1,0,3,6,4,0,0,0,0,0,0,0,0
252,10089,1974,40,Gen X,Graduation,102692.0,2013-04-05,Very High,1,5,168,148,444,32,172,148,1112,1,6,9,13,2,28,0,1,1,1,1,0,1,5
253,2227,1958,56,Baby Boomer,Master,26490.0,2012-09-22,Low,2,92,45,47,52,21,20,25,210,2,3,1,5,6,9,0,0,0,0,0,0,0,0
254,10992,1967,47,Gen X,Graduation,75702.0,2012-08-29,High,4,77,650,28,353,45,42,30,1148,5,4,6,11,8,21,0,0,0,0,0,0,0,0
255,5304,1974,40,Gen X,PhD,30899.0,2012-10-13,Middle,2,35,24,0,8,0,0,1,33,2,1,0,3,6,4,0,0,0,0,0,0,0,0
256,309,1961,53,Baby Boomer,PhD,63342.0,2012-10-16,High,3,48,918,21,118,13,10,21,1101,3,8,3,5,6,16,0,1,0,0,0,0,0,1
257,3406,1964,50,Gen X,Graduation,45989.0,2012-10-22,Middle,2,97,138,33,87,28,24,12,322,4,3,2,7,3,12,0,0,0,0,0,0,0,0
258,2661,1964,50,Gen X,Graduation,18701.0,2013-06-04,Low,3,95,12,4,2,10,6,10,44,4,2,0,4,5,6,0,0,0,0,0,0,0,0
259,3153,1957,57,Baby Boomer,PhD,40737.0,2013-12-08,Middle,4,24,11,0,4,0,0,2,17,1,1,0,2,8,3,0,0,0,0,0,0,0,0
260,10264,1979,35,Gen X,Graduation,15287.0,2012-10-10,Low,2,60,1,2,8,4,3,13,31,2,1,1,2,7,4,1,0,0,0,0,0,1,2
261,1184,1968,46,Gen X,PhD,69674.0,2013-05-22,High,3,46,554,41,215,11,0,24,845,3,10,2,10,5,22,0,0,0,0,0,0,0,0
262,4200,1970,44,Gen X,Master,44159.0,2014-06-17,Middle,3,85,167,2,62,24,13,7,275,4,4,1,6,5,11,0,0,0,0,0,0,0,0
263,9396,1978,36,Gen X,PhD,37717.0,2012-11-23,Middle,3,31,9,0,6,4,1,5,25,1,1,0,2,9,3,0,0,0,0,0,0,0,0
264,2387,1952,62,Baby Boomer,Master,43776.0,2013-02-03,Middle,4,9,177,2,71,3,2,20,275,6,5,2,4,8,11,0,0,0,0,0,0,1,1
265,6690,1966,48,Gen X,Master,38179.0,2013-03-14,Middle,4,30,38,4,22,4,2,20,90,4,3,1,3,7,7,0,0,0,0,0,0,0,0
266,1225,1963,51,Baby Boomer,Graduation,80124.0,2014-06-26,High,2,47,483,84,398,205,84,241,1495,1,3,7,8,1,18,1,0,0,0,0,0,0,1
267,9703,1970,44,Gen X,PhD,38097.0,2012-10-15,Middle,4,70,77,2,35,0,1,69,184,4,3,2,2,7,7,1,0,0,0,0,0,1,2
268,291,1970,44,Gen X,Graduation,72940.0,2013-06-19,High,2,13,182,74,298,162,149,116,981,1,3,3,6,1,12,0,0,0,0,0,0,0,0
269,4557,1970,44,Gen X,Graduation,22070.0,2013-10-04,Low,3,11,10,7,19,8,2,21,67,2,2,2,2,6,6,0,0,0,0,0,0,0,0
270,2379,1953,61,Baby Boomer,Graduation,69267.0,2012-09-22,High,1,31,778,44,499,95,73,146,1635,2,3,4,5,7,12,0,0,0,0,0,0,1,1
271,5726,1983,31,Millennials,Master,31788.0,2014-03-20,Middle,2,15,16,7,23,0,8,6,60,3,3,0,4,5,7,0,0,0,0,0,1,0,0
272,3066,1975,39,Gen X,PhD,61905.0,2014-02-04,High,3,2,167,0,43,6,2,13,231,2,4,2,4,5,10,0,0,0,0,0,0,0,0
273,6336,1960,54,Baby Boomer,Graduation,29315.0,2014-04-06,Low,4,55,13,2,14,8,7,4,48,4,2,0,4,6,6,0,0,0,0,0,0,0,0
274,10967,1963,51,Baby Boomer,Graduation,33378.0,2013-02-06,Middle,3,38,33,6,40,3,7,10,99,3,2,0,4,7,6,0,0,0,0,0,0,0,0
275,2304,1963,51,Baby Boomer,PhD,66313.0,2013-09-16,High,3,86,625,7,99,10,22,7,770,2,6,3,12,4,21,0,0,0,0,0,0,0,0
276,3445,1956,58,Baby Boomer,Graduation,60714.0,2013-01-17,High,1,56,216,162,224,101,92,162,957,2,7,4,10,5,21,0,0,0,0,0,0,1,1
277,7828,1981,33,Millennials,Master,77882.0,2014-04-30,High,2,29,68,129,396,188,22,15,818,1,3,3,5,1,11,0,0,0,0,0,0,0,0
278,3762,1986,28,Millennials,PhD,69867.0,2013-04-02,High,1,30,196,0,512,33,130,54,925,1,3,5,8,1,16,0,0,0,1,0,0,1,2
279,4391,1968,46,Gen X,Master,63841.0,2013-04-21,High,2,64,635,15,100,20,7,131,908,1,9,3,9,6,21,0,0,0,0,0,0,0,0
280,4669,1981,33,Millennials,Basic,24480.0,2013-02-11,Low,3,46,4,19,9,28,25,17,102,3,3,0,4,7,7,0,0,0,0,0,0,0,0
283,1672,1974,40,Gen X,PhD,65640.0,2014-03-01,High,3,74,204,7,149,20,15,66,461,1,5,1,8,2,14,0,0,0,0,0,0,0,0
284,8962,1975,39,Gen X,Master,44319.0,2014-04-17,Middle,4,18,26,0,8,0,0,3,37,2,2,0,3,5,5,0,0,0,0,0,0,0,0
285,9974,1974,40,Gen X,Graduation,30631.0,2013-07-12,Middle,3,75,15,6,20,4,5,20,70,1,3,1,2,7,6,0,0,0,0,0,0,0,0
286,10983,1952,62,Baby Boomer,Graduation,75278.0,2013-01-29,High,2,17,304,98,230,150,74,74,930,1,6,3,13,3,22,0,0,0,0,0,0,0,0
287,8148,1956,58,Baby Boomer,Master,50898.0,2013-01-08,Middle,4,88,285,28,242,55,114,135,859,13,6,2,12,5,20,0,0,0,0,0,0,0,0
288,10102,1966,48,Gen X,Graduation,79946.0,2014-05-12,High,1,19,395,183,565,166,141,28,1478,1,5,11,5,3,21,0,0,0,0,0,0,0,0
289,4697,1949,65,Baby Boomer,Master,35416.0,2013-06-13,Middle,1,62,248,3,81,4,3,51,390,3,7,1,5,8,13,0,0,0,0,0,0,0,0
290,9262,1984,30,Millennials,Master,32414.0,2013-07-04,Middle,2,11,20,6,5,0,9,12,52,1,1,0,3,7,4,1,0,0,0,0,0,0,1
291,7254,1969,45,Gen X,Graduation,38361.0,2013-12-27,Middle,3,74,39,0,56,20,8,14,137,3,3,1,3,7,7,0,0,0,0,0,0,0,0
292,4543,1980,34,Millennials,Graduation,82497.0,2012-10-31,High,2,32,777,129,573,216,21,203,1919,1,2,7,9,4,18,0,0,1,0,0,0,0,1
293,4927,1971,43,Gen X,Graduation,16626.0,2014-01-15,Low,4,76,8,3,22,21,1,13,68,3,3,0,3,9,6,0,0,0,0,0,0,0,0
294,10451,1965,49,Gen X,Graduation,29672.0,2013-03-12,Low,4,6,9,1,3,0,4,8,25,1,0,0,3,6,3,0,0,0,0,0,0,0,0
295,2926,1952,62,Baby Boomer,Master,55951.0,2012-08-23,Middle,3,62,1241,0,80,0,13,40,1374,3,3,6,11,8,20,0,1,0,0,1,0,0,2
296,2874,1988,26,Millennials,Master,35388.0,2013-03-07,Middle,2,20,6,4,7,4,3,8,32,1,1,0,3,7,4,0,0,0,0,0,0,0,0
297,9738,1986,28,Millennials,Master,42386.0,2013-01-13,Middle,3,43,65,4,16,0,4,11,100,1,3,0,3,8,6,0,0,0,0,0,0,0,0
298,7119,1982,32,Millennials,Graduation,68627.0,2013-01-12,High,1,45,395,15,263,60,54,38,825,1,2,3,6,1,11,0,0,0,0,0,0,0,0
299,3924,1965,49,Gen X,PhD,57912.0,2014-03-17,Middle,2,34,801,0,80,0,0,35,916,5,8,3,12,5,23,0,1,0,0,0,0,0,1
300,5827,1958,56,Baby Boomer,Graduation,35246.0,2014-04-16,Middle,3,53,36,0,12,2,2,10,62,4,3,1,3,5,7,0,0,0,0,0,0,0,0
301,5596,1956,58,Baby Boomer,Master,58821.0,2013-10-12,Middle,3,44,513,14,154,19,0,28,728,1,9,2,9,6,20,0,0,0,0,0,0,0,0
302,10812,1978,36,Gen X,PhD,46377.0,2014-03-01,Middle,3,89,37,0,46,4,3,0,90,1,2,1,3,4,6,0,0,0,0,0,0,0,0
303,1717,1988,26,Millennials,Graduation,39747.0,2014-04-13,Middle,2,43,80,15,93,20,13,52,273,3,5,1,4,8,10,0,0,0,0,0,0,0,0
304,9491,1984,30,Millennials,Graduation,23976.0,2013-12-27,Low,3,68,14,1,21,2,3,25,66,3,3,1,3,7,7,0,0,0,0,0,0,0,0
305,9274,1961,53,Baby Boomer,Master,80950.0,2013-03-28,High,2,44,525,147,112,219,147,63,1213,1,6,7,9,2,22,0,0,0,1,0,0,0,1
306,6609,1966,48,Gen X,Graduation,27038.0,2012-09-18,Low,1,64,1,26,25,17,23,15,107,1,3,0,3,9,6,0,0,0,0,0,0,1,1
307,6963,1947,67,Baby Boomer,Graduation,77457.0,2014-03-05,High,1,85,675,11,400,15,45,11,1157,1,2,5,10,1,17,0,0,1,0,0,0,0,1
308,4440,1964,50,Gen X,Master,64100.0,2013-09-10,High,3,93,509,0,27,0,0,10,546,1,8,3,6,7,17,0,1,0,0,0,0,0,1
309,1379,1992,22,Millennials,Master,42670.0,2013-04-27,Middle,2,12,154,2,46,20,4,15,241,1,4,2,4,4,10,0,0,0,0,0,0,0,0
310,10032,1976,38,Gen X,Graduation,12571.0,2014-01-18,Low,2,86,3,5,14,2,12,17,53,4,3,1,3,6,7,0,0,0,0,0,0,0,0
311,2826,1967,47,Gen X,Graduation,22574.0,2013-10-28,Low,5,28,25,0,8,2,0,2,37,2,2,0,3,7,5,0,0,0,0,0,0,0,0
313,6320,1976,38,Gen X,Master,70893.0,2013-02-06,High,1,42,768,44,561,77,44,14,1508,1,6,6,10,3,22,0,0,0,0,0,0,0,0
314,3050,1966,48,Gen X,Graduation,54198.0,2013-12-17,Middle,4,13,185,0,28,3,2,17,235,6,3,1,6,4,10,0,0,0,0,0,0,0,0
315,231,1956,58,Baby Boomer,Master,28839.0,2014-03-11,Low,4,86,24,0,7,0,0,1,32,2,2,0,3,5,5,0,0,0,0,0,0,0,0
316,2392,1972,42,Gen X,Graduation,40321.0,2013-07-29,Middle,4,59,44,4,21,6,0,27,102,2,3,0,3,7,6,0,0,0,0,0,0,0,0
317,9478,1985,29,Millennials,Graduation,66503.0,2012-08-14,High,2,30,91,64,128,65,3,50,401,2,4,3,6,3,13,0,0,0,0,0,0,0,0
318,113,1951,63,Baby Boomer,Graduation,30833.0,2013-07-16,Middle,4,33,11,0,7,3,1,6,28,2,1,0,3,5,4,0,0,0,0,0,0,0,0
320,1802,1971,43,Gen X,Graduation,64795.0,2013-01-17,High,3,23,412,5,119,38,29,77,680,3,3,3,12,2,18,0,0,0,0,0,0,0,0
321,520,1974,40,Gen X,Graduation,34421.0,2013-07-01,Middle,3,81,3,3,7,6,2,9,30,1,1,0,2,7,3,0,0,0,0,0,0,0,0
322,8275,1965,49,Gen X,PhD,47025.0,2014-02-09,Middle,3,6,16,0,3,0,0,1,20,1,1,0,2,7,3,0,0,0,0,0,0,0,0
323,9750,1961,53,Baby Boomer,PhD,64325.0,2013-02-07,High,2,41,731,60,353,78,12,73,1307,5,10,3,5,7,18,0,0,0,0,0,0,0,0
324,2607,1953,61,Baby Boomer,Graduation,40464.0,2013-01-11,Middle,2,78,424,17,118,7,23,41,630,6,8,2,8,8,18,0,0,0,0,0,0,0,0
325,7214,1957,57,Baby Boomer,Graduation,62187.0,2013-07-05,High,2,49,792,0,275,45,45,126,1283,1,4,8,5,3,17,0,0,0,0,0,0,0,0
326,5835,1976,38,Gen X,PhD,14849.0,2013-07-02,Low,2,39,21,2,28,3,2,9,65,3,2,0,4,8,6,0,0,0,0,0,0,0,0
327,3896,1984,30,Millennials,Graduation,27255.0,2013-11-07,Low,3,3,22,1,11,0,1,2,37,1,1,0,3,7,4,0,0,0,0,0,0,0,0
328,10350,1950,64,Baby Boomer,PhD,54432.0,2013-05-09,Middle,5,37,33,0,5,0,0,0,38,1,1,0,3,4,4,0,0,0,0,0,0,0,0
329,7786,1986,28,Millennials,PhD,29999.0,2013-02-13,Low,2,22,68,7,59,10,5,11,160,4,3,1,4,8,8,0,0,0,0,0,0,0,0
330,2861,1983,31,Millennials,Graduation,24072.0,2013-04-16,Low,2,79,9,1,6,3,0,4,23,1,1,0,2,8,3,0,0,0,0,0,0,0,0
331,663,1989,25,Millennials,PhD,33996.0,2013-09-11,Middle,1,46,40,2,15,8,0,6,71,1,1,1,3,4,5,0,0,0,0,0,0,0,0
332,10675,1956,58,Baby Boomer,PhD,66334.0,2013-04-03,High,3,82,909,11,218,0,0,23,1161,2,9,3,5,5,17,0,0,0,0,0,0,1,1
333,2521,1971,43,Gen X,Master,35178.0,2013-01-10,Middle,3,10,23,1,13,2,2,18,59,1,1,1,2,7,4,1,0,0,0,0,0,1,2
334,9592,1983,31,Millennials,Graduation,22010.0,2013-06-30,Low,3,51,11,2,9,3,0,8,33,2,2,0,3,8,5,0,0,0,0,0,0,0,0
335,10151,1960,54,Baby Boomer,Graduation,62204.0,2012-09-12,High,3,38,317,46,247,151,46,139,946,1,4,5,12,3,21,0,0,0,0,0,0,0,0
336,7381,1968,46,Gen X,Graduation,75693.0,2012-12-06,High,1,10,797,153,293,72,97,30,1442,1,11,4,6,4,21,0,1,1,1,0,0,1,4
337,4099,1972,42,Gen X,Graduation,30675.0,2012-11-12,Middle,3,14,10,2,16,11,2,21,62,1,1,0,3,8,4,0,0,0,0,0,0,0,0
338,9560,1965,49,Gen X,Graduation,83003.0,2013-03-03,High,2,18,856,61,570,40,25,122,1674,1,7,6,8,3,21,0,0,1,0,0,0,1,2
340,10172,1988,26,Millennials,Graduation,68655.0,2012-08-10,High,1,95,456,19,832,75,118,38,1538,1,4,5,11,3,20,0,0,0,0,0,0,0,0
341,11191,1986,28,Millennials,Graduation,41411.0,2013-12-07,Middle,1,11,37,32,38,11,3,18,139,1,2,1,4,6,7,0,0,0,0,0,0,0,0
342,9707,1969,45,Gen X,PhD,55212.0,2012-11-23,Middle,3,65,1103,0,45,0,0,34,1182,3,4,2,11,8,17,0,1,0,0,1,0,0,2
343,6245,1950,64,Baby Boomer,PhD,59292.0,2013-06-13,Middle,3,71,378,14,68,19,14,14,507,2,3,5,8,3,16,0,0,0,0,0,0,0,0
344,8234,1973,41,Gen X,Basic,27190.0,2013-08-15,Low,3,13,1,6,7,0,1,3,18,1,1,0,2,8,3,1,0,0,0,0,0,1,2
345,1411,1952,62,Baby Boomer,Graduation,82623.0,2013-11-10,High,1,58,204,34,204,172,153,173,940,1,2,9,4,1,15,0,0,0,0,0,0,0,0
346,8553,1965,49,Gen X,Graduation,44300.0,2013-06-23,Middle,4,65,30,0,9,0,0,3,42,2,1,0,3,6,4,0,0,0,0,0,0,0,0
347,1826,1970,44,Gen X,Graduation,84835.0,2014-06-16,High,1,0,189,104,379,111,189,218,1190,1,4,4,6,1,14,0,0,0,0,0,0,1,1
348,8842,1971,43,Gen X,Graduation,30372.0,2012-12-25,Middle,3,33,15,0,12,7,3,7,44,3,2,0,3,7,5,0,0,0,0,0,0,0,0
349,11030,1976,38,Gen X,Master,33181.0,2014-01-03,Middle,3,90,9,0,3,0,0,4,16,1,1,0,2,6,3,1,0,0,0,0,0,0,1
350,2579,1957,57,Baby Boomer,Graduation,71113.0,2013-12-17,High,3,95,495,33,255,11,33,8,835,4,6,7,9,4,22,0,0,0,0,0,0,0,0
351,175,1986,28,Millennials,Graduation,71952.0,2013-01-10,High,3,93,656,80,455,52,107,93,1443,2,8,4,8,4,20,1,0,1,0,0,0,0,2
352,9185,1966,48,Gen X,PhD,69759.0,2013-10-28,High,1,38,452,20,514,13,30,0,1029,3,4,6,5,3,15,0,0,0,0,0,0,1,1
353,11056,1974,40,Gen X,Graduation,72099.0,2012-10-27,High,2,18,546,91,410,119,0,22,1188,1,3,4,10,1,17,0,0,0,0,0,0,0,0
354,9365,1976,38,Gen X,PhD,60000.0,2012-12-22,High,2,57,1048,0,217,0,0,12,1277,5,11,3,5,6,19,0,0,0,0,0,0,0,0
355,6201,1978,36,Gen X,Graduation,38643.0,2013-11-29,Middle,3,45,22,2,14,0,1,10,49,2,2,0,3,7,5,0,0,0,0,0,1,0,0
