,Customer ID,R Rank,F Rank,M Rank,R,F,M,RFM_SCORE,Segment
1797,2952,20.0,7.0,71.0,4,1,2,7,Potential Loyalists Customer
1798,8439,3.0,14.0,563.0,4,3,3,10,Loyal Customer
1800,2831,1.0,25.0,723.0,4,4,4,12,Loyal Customer
1801,6977,13.0,29.0,990.0,4,4,4,12,Loyal Customer
1802,6289,15.0,9.0,164.0,4,2,2,8,Loyal Customer
1804,8397,18.0,5.0,29.0,4,1,1,6,Potential Loyalists Customer
1806,6237,8.0,26.0,315.0,4,4,3,11,Loyal Customer
1808,1619,98.0,17.0,892.0,1,3,4,8,Loyal Customer
1809,1990,26.0,17.0,960.0,4,3,4,11,Loyal Customer
1811,269,29.0,16.0,700.0,3,3,4,10,Loyal Customer
1812,8093,28.0,14.0,572.0,3,3,3,9,Loyal Customer
1813,10513,32.0,12.0,859.0,3,2,4,9,Loyal Customer
1814,10177,96.0,18.0,794.0,1,3,4,8,Loyal Customer
1815,2549,20.0,5.0,22.0,4,1,1,6,Potential Loyalists Customer
1816,5782,85.0,21.0,492.0,1,4,3,8,Loyal Customer
1817,10057,30.0,22.0,790.0,3,4,4,11,Loyal Customer
1818,10307,9.0,17.0,377.0,4,3,3,10,Loyal Customer
1819,8566,90.0,4.0,4.0,1,1,1,3,Potential Lost Customer
1820,2415,1.0,14.0,591.0,4,3,3,10,Loyal Customer
1821,5684,75.0,6.0,63.0,2,1,1,4,New Customer
1823,9166,43.0,21.0,552.0,3,4,3,10,Loyal Customer
1824,1440,16.0,24.0,704.0,4,4,4,12,Loyal Customer
1825,78,49.0,5.0,32.0,3,1,1,5,New Customer
1826,5441,3.0,14.0,295.0,4,3,2,9,Loyal Customer
1827,5302,87.0,16.0,830.0,1,3,4,8,Loyal Customer
1828,4687,8.0,24.0,907.0,4,4,4,12,Loyal Customer
1829,1087,70.0,8.0,154.0,2,2,2,6,Potential Loyalists Customer
1830,6859,70.0,8.0,94.0,2,2,2,6,Potential Loyalists Customer
1831,9860,89.0,10.0,183.0,1,2,2,5,New Customer
1832,7129,28.0,24.0,579.0,3,4,3,10,Loyal Customer
1833,5866,61.0,10.0,187.0,2,2,2,6,Potential Loyalists Customer
1834,10521,100.0,9.0,155.0,1,2,2,5,New Customer
1835,7393,85.0,7.0,87.0,1,1,2,4,New Customer
1836,7849,88.0,25.0,648.0,1,4,4,9,Loyal Customer
1837,332,44.0,12.0,226.0,3,2,2,7,Potential Loyalists Customer
1838,9847,61.0,15.0,408.0,2,3,3,8,Loyal Customer
1839,531,45.0,23.0,916.0,3,4,4,11,Loyal Customer
1840,9576,40.0,9.0,143.0,3,2,2,7,Potential Loyalists Customer
1841,6906,27.0,18.0,631.0,3,3,3,9,Loyal Customer
1842,7419,10.0,6.0,30.0,4,1,1,6,Potential Loyalists Customer
1843,3170,14.0,15.0,641.0,4,3,3,10,Loyal Customer
1844,8527,63.0,15.0,299.0,2,3,2,7,Potential Loyalists Customer
1845,7872,93.0,23.0,392.0,1,4,3,8,Loyal Customer
1846,9931,71.0,1.0,4.0,2,1,1,4,New Customer
1847,10595,81.0,6.0,64.0,1,1,1,3,Potential Lost Customer
1848,4609,86.0,16.0,356.0,1,3,3,7,Potential Loyalists Customer
1849,5010,28.0,5.0,29.0,3,1,1,5,New Customer
1850,4427,44.0,28.0,801.0,3,4,4,11,Loyal Customer
1851,11148,15.0,4.0,8.0,4,1,1,6,Potential Loyalists Customer
1852,1168,38.0,21.0,823.0,3,4,4,11,Loyal Customer
1853,9595,99.0,14.0,885.0,1,3,4,8,Loyal Customer
1854,10163,72.0,20.0,788.0,2,4,4,10,Loyal Customer
1855,2886,30.0,29.0,744.0,3,4,4,11,Loyal Customer
1856,6710,16.0,7.0,98.0,4,1,2,7,Potential Loyalists Customer
1857,5316,11.0,7.0,79.0,4,1,2,7,Potential Loyalists Customer
1858,9029,27.0,23.0,874.0,3,4,4,11,Loyal Customer
1859,521,58.0,17.0,406.0,2,3,3,8,Loyal Customer
1860,1459,84.0,14.0,578.0,1,3,3,7,Potential Loyalists Customer
1861,10241,84.0,4.0,9.0,1,1,1,3,Potential Lost Customer
1863,3254,35.0,14.0,593.0,3,3,3,9,Loyal Customer
1865,3678,87.0,19.0,441.0,1,3,3,7,Potential Loyalists Customer
1866,4227,22.0,7.0,50.0,4,1,1,6,Potential Loyalists Customer
1867,9467,49.0,5.0,15.0,3,1,1,5,New Customer
1868,8486,73.0,14.0,284.0,2,3,2,7,Potential Loyalists Customer
1869,2186,70.0,22.0,1037.0,2,4,4,10,Loyal Customer
1870,3286,29.0,6.0,37.0,3,1,1,5,New Customer
1871,8602,3.0,25.0,647.0,4,4,4,12,Loyal Customer
1872,3722,17.0,6.0,43.0,4,1,1,6,Potential Loyalists Customer
1873,6715,97.0,20.0,454.0,1,4,3,8,Loyal Customer
1874,4796,29.0,5.0,34.0,3,1,1,5,New Customer
1875,9612,97.0,5.0,38.0,1,1,1,3,Potential Lost Customer
1876,3766,85.0,19.0,530.0,1,3,3,7,Potential Loyalists Customer
1877,1399,48.0,20.0,866.0,3,4,4,11,Loyal Customer
1878,1570,92.0,25.0,639.0,1,4,3,8,Loyal Customer
1879,3426,11.0,24.0,893.0,4,4,4,12,Loyal Customer
1880,3074,34.0,18.0,971.0,3,3,4,10,Loyal Customer
1881,8341,78.0,5.0,29.0,1,1,1,3,Potential Lost Customer
1882,5180,44.0,9.0,135.0,3,2,2,7,Potential Loyalists Customer
1883,6461,26.0,23.0,589.0,4,4,3,11,Loyal Customer
1884,7679,52.0,6.0,23.0,2,1,1,4,New Customer
1885,10702,33.0,16.0,339.0,3,3,3,9,Loyal Customer
1886,7505,76.0,5.0,41.0,2,1,1,4,New Customer
1887,5113,33.0,16.0,934.0,3,3,4,10,Loyal Customer
1888,10858,62.0,22.0,524.0,2,4,3,9,Loyal Customer
1889,2961,14.0,14.0,292.0,4,3,2,9,Loyal Customer
1891,3010,13.0,20.0,1015.0,4,4,4,12,Loyal Customer
1892,5790,38.0,6.0,67.0,3,1,2,6,Potential Loyalists Customer
1893,6892,77.0,21.0,478.0,1,4,3,8,Loyal Customer
1894,1743,1.0,11.0,513.0,4,2,3,9,Loyal Customer
1895,3578,71.0,11.0,198.0,2,2,2,6,Potential Loyalists Customer
1897,5558,10.0,15.0,926.0,4,3,4,11,Loyal Customer
1898,4619,91.0,28.0,227.0,1,4,2,7,Potential Loyalists Customer
1901,10779,84.0,5.0,44.0,1,1,1,3,Potential Lost Customer
1902,5896,6.0,15.0,301.0,4,3,2,9,Loyal Customer
1903,2337,23.0,7.0,34.0,4,1,1,6,Potential Loyalists Customer
1904,10951,80.0,13.0,247.0,1,2,2,5,New Customer
1906,17,19.0,25.0,634.0,4,4,3,11,Loyal Customer
1907,10680,29.0,7.0,65.0,3,1,2,6,Potential Loyalists Customer
1908,3265,64.0,5.0,41.0,2,1,1,4,New Customer
1909,5623,5.0,5.0,46.0,4,1,1,6,Potential Loyalists Customer
1910,5832,68.0,22.0,763.0,2,4,4,10,Loyal Customer
1911,5544,68.0,21.0,854.0,2,4,4,10,Loyal Customer
1913,5831,7.0,16.0,965.0,4,3,4,11,Loyal Customer
1914,7101,76.0,26.0,736.0,2,4,4,10,Loyal Customer
1915,10176,56.0,17.0,315.0,2,3,3,8,Loyal Customer
1917,4385,18.0,7.0,42.0,4,1,1,6,Potential Loyalists Customer
1919,10686,28.0,4.0,16.0,3,1,1,5,New Customer
1920,2546,93.0,6.0,65.0,1,1,2,4,New Customer
1921,3283,43.0,21.0,569.0,3,4,3,10,Loyal Customer
1922,3138,16.0,23.0,921.0,4,4,4,12,Loyal Customer
1923,4994,47.0,26.0,943.0,3,4,4,11,Loyal Customer
1924,7966,52.0,28.0,731.0,2,4,4,10,Loyal Customer
1925,3112,98.0,5.0,19.0,1,1,1,3,Potential Lost Customer
1927,2181,55.0,14.0,770.0,2,3,4,9,Loyal Customer
1928,1867,58.0,19.0,793.0,2,3,4,9,Loyal Customer
1929,1518,71.0,20.0,486.0,2,4,3,9,Loyal Customer
1930,5734,17.0,7.0,86.0,4,1,2,7,Potential Loyalists Customer
1931,2878,7.0,14.0,313.0,4,3,3,10,Loyal Customer
1932,1458,60.0,7.0,39.0,2,1,1,4,New Customer
1933,7007,53.0,7.0,58.0,2,1,1,4,New Customer
1934,6200,50.0,22.0,562.0,3,4,3,10,Loyal Customer
1935,1403,60.0,5.0,33.0,2,1,1,4,New Customer
1936,4827,97.0,16.0,341.0,1,3,3,7,Potential Loyalists Customer
1937,6250,38.0,22.0,499.0,3,4,3,10,Loyal Customer
1938,9291,75.0,4.0,10.0,2,1,1,4,New Customer
1939,2478,52.0,6.0,33.0,2,1,1,4,New Customer
1940,1139,44.0,22.0,864.0,3,4,4,11,Loyal Customer
1941,5138,32.0,5.0,38.0,3,1,1,5,New Customer
1942,5393,36.0,5.0,37.0,3,1,1,5,New Customer
1943,10413,33.0,23.0,669.0,3,4,4,11,Loyal Customer
1944,5015,6.0,8.0,146.0,4,2,2,8,Loyal Customer
1945,10868,18.0,18.0,767.0,4,3,4,11,Loyal Customer
1946,10676,97.0,19.0,719.0,1,3,4,8,Loyal Customer
1947,2495,76.0,22.0,520.0,2,4,3,9,Loyal Customer
1948,7842,46.0,7.0,69.0,3,1,2,6,Potential Loyalists Customer
1950,6663,4.0,9.0,141.0,4,2,2,8,Loyal Customer
1951,2162,81.0,17.0,394.0,1,3,3,7,Potential Loyalists Customer
1952,3434,40.0,19.0,793.0,3,3,4,10,Loyal Customer
1953,7919,98.0,23.0,1023.0,1,4,4,9,Loyal Customer
1954,5626,87.0,16.0,346.0,1,3,3,7,Potential Loyalists Customer
1955,6428,63.0,17.0,693.0,2,3,4,9,Loyal Customer
1956,8514,41.0,5.0,15.0,3,1,1,5,New Customer
1957,10448,45.0,14.0,290.0,3,3,2,8,Loyal Customer
1958,2109,40.0,28.0,877.0,3,4,4,11,Loyal Customer
1960,8925,62.0,24.0,625.0,2,4,3,9,Loyal Customer
1961,3009,92.0,15.0,952.0,1,3,4,8,Loyal Customer
1962,6355,81.0,7.0,40.0,1,1,1,3,Potential Lost Customer
1963,3517,68.0,8.0,145.0,2,2,2,6,Potential Loyalists Customer
1964,1158,73.0,8.0,130.0,2,2,2,6,Potential Loyalists Customer
1965,6203,42.0,26.0,942.0,3,4,4,11,Loyal Customer
1966,7165,41.0,21.0,525.0,3,4,3,10,Loyal Customer
1967,3595,71.0,27.0,697.0,2,4,4,10,Loyal Customer
1968,8537,40.0,21.0,831.0,3,4,4,11,Loyal Customer
1969,4331,59.0,21.0,805.0,2,4,4,10,Loyal Customer
1970,6281,73.0,15.0,609.0,2,3,3,8,Loyal Customer
1971,4338,72.0,5.0,39.0,2,1,1,4,New Customer
1973,9507,82.0,15.0,327.0,1,3,3,7,Potential Loyalists Customer
1975,10311,100.0,26.0,279.0,1,4,2,7,Potential Loyalists Customer
1976,5117,68.0,17.0,403.0,2,3,3,8,Loyal Customer
1977,4867,98.0,8.0,83.0,1,2,2,5,New Customer
1978,9289,84.0,6.0,58.0,1,1,1,3,Potential Lost Customer
1979,10913,44.0,4.0,22.0,3,1,1,5,New Customer
1980,3032,3.0,9.0,171.0,4,2,2,8,Loyal Customer
1982,3334,65.0,22.0,1033.0,2,4,4,10,Loyal Customer
1983,4470,97.0,8.0,127.0,1,2,2,5,New Customer
1984,1406,51.0,15.0,314.0,3,3,3,9,Loyal Customer
1986,10821,55.0,11.0,214.0,2,2,2,6,Potential Loyalists Customer
1987,4552,63.0,12.0,298.0,2,2,2,6,Potential Loyalists Customer
1988,898,61.0,8.0,133.0,2,2,2,6,Potential Loyalists Customer
1989,9797,62.0,15.0,333.0,2,3,3,8,Loyal Customer
1990,10949,92.0,19.0,1000.0,1,3,4,8,Loyal Customer
1991,8212,11.0,9.0,155.0,4,2,2,8,Loyal Customer
1992,6248,53.0,28.0,1034.0,2,4,4,10,Loyal Customer
1993,10164,25.0,16.0,930.0,4,3,4,11,Loyal Customer
1994,4547,14.0,5.0,20.0,4,1,1,6,Potential Loyalists Customer
1995,6815,96.0,22.0,516.0,1,4,3,8,Loyal Customer
1996,4122,27.0,16.0,559.0,3,3,3,9,Loyal Customer
1997,10841,54.0,16.0,354.0,2,3,3,8,Loyal Customer
1998,5370,62.0,15.0,312.0,2,3,3,8,Loyal Customer
1999,176,27.0,12.0,264.0,3,2,2,7,Potential Loyalists Customer
2000,4860,34.0,5.0,20.0,3,1,1,5,New Customer
2001,10757,64.0,4.0,8.0,2,1,1,4,New Customer
2002,4023,71.0,8.0,105.0,2,2,2,6,Potential Loyalists Customer
2003,6679,71.0,4.0,11.0,2,1,1,4,New Customer
2005,7181,3.0,6.0,47.0,4,1,1,6,Potential Loyalists Customer
2006,3599,39.0,21.0,844.0,3,4,4,11,Loyal Customer
2007,405,32.0,14.0,331.0,3,3,3,9,Loyal Customer
2008,6870,27.0,12.0,231.0,3,2,2,7,Potential Loyalists Customer
2009,832,10.0,21.0,485.0,4,4,3,11,Loyal Customer
2010,2002,19.0,17.0,979.0,4,3,4,11,Loyal Customer
2011,3657,99.0,9.0,148.0,1,2,2,5,New Customer
2012,500,21.0,24.0,996.0,4,4,4,12,Loyal Customer
2013,1951,8.0,22.0,532.0,4,4,3,11,Loyal Customer
2014,3262,69.0,25.0,914.0,2,4,4,10,Loyal Customer
2016,7042,86.0,6.0,61.0,1,1,1,3,Potential Lost Customer
2017,10598,11.0,6.0,32.0,4,1,1,6,Potential Loyalists Customer
2018,255,69.0,5.0,16.0,2,1,1,4,New Customer
2019,2375,25.0,4.0,17.0,4,1,1,6,Potential Loyalists Customer
2020,9829,58.0,7.0,73.0,2,1,2,5,New Customer
2021,6214,47.0,6.0,74.0,3,1,2,6,Potential Loyalists Customer
2022,4954,47.0,12.0,216.0,3,2,2,7,Potential Loyalists Customer
2023,7861,77.0,18.0,721.0,1,3,4,8,Loyal Customer
2024,4837,43.0,27.0,781.0,3,4,4,11,Loyal Customer
2025,9423,51.0,7.0,41.0,3,1,1,5,New Customer
2027,153,71.0,5.0,41.0,2,1,1,4,New Customer
2028,9323,95.0,23.0,549.0,1,4,3,8,Loyal Customer
2029,10001,2.0,7.0,95.0,4,1,2,7,Potential Loyalists Customer
2030,3945,20.0,24.0,580.0,4,4,3,11,Loyal Customer
2031,3799,96.0,21.0,545.0,1,4,3,8,Loyal Customer
2032,8625,30.0,7.0,40.0,3,1,1,5,New Customer
2033,3491,68.0,26.0,762.0,2,4,4,10,Loyal Customer
2034,983,18.0,12.0,313.0,4,2,3,9,Loyal Customer
2035,9119,73.0,14.0,297.0,2,3,2,7,Potential Loyalists Customer
2036,4786,6.0,26.0,682.0,4,4,4,12,Loyal Customer
2037,5872,77.0,19.0,435.0,1,3,3,7,Potential Loyalists Customer
2038,6568,3.0,6.0,74.0,4,1,2,7,Potential Loyalists Customer
2039,5628,75.0,24.0,917.0,2,4,4,10,Loyal Customer
2040,5631,8.0,18.0,459.0,4,3,3,10,Loyal Customer
2041,4974,2.0,20.0,819.0,4,4,4,12,Loyal Customer
2042,8416,81.0,6.0,39.0,1,1,1,3,Potential Lost Customer
2043,5454,20.0,6.0,45.0,4,1,1,6,Potential Loyalists Customer
2044,4095,20.0,14.0,347.0,4,3,3,10,Loyal Customer
2045,5474,21.0,10.0,190.0,4,2,2,8,Loyal Customer
2046,4268,50.0,9.0,142.0,3,2,2,7,Potential Loyalists Customer
2047,10701,40.0,28.0,740.0,3,4,4,11,Loyal Customer
2048,3507,56.0,13.0,886.0,2,2,4,8,Loyal Customer
2049,2079,100.0,22.0,738.0,1,4,4,9,Loyal Customer
2050,626,72.0,5.0,38.0,2,1,1,4,New Customer
2051,4426,65.0,16.0,379.0,2,3,3,8,Loyal Customer
2052,2591,51.0,14.0,581.0,3,3,3,9,Loyal Customer
2053,10509,54.0,7.0,66.0,2,1,2,5,New Customer
2054,6382,3.0,5.0,49.0,4,1,1,6,Potential Loyalists Customer
2055,6673,49.0,7.0,117.0,3,1,2,6,Potential Loyalists Customer
2056,7441,20.0,25.0,900.0,4,4,4,12,Loyal Customer
2058,10061,71.0,24.0,668.0,2,4,4,10,Loyal Customer
2063,322,7.0,6.0,36.0,4,1,1,6,Potential Loyalists Customer
2065,123,8.0,14.0,615.0,4,3,3,10,Loyal Customer
2066,6103,60.0,7.0,95.0,2,1,2,5,New Customer
2067,7899,30.0,16.0,924.0,3,3,4,10,Loyal Customer
2068,10500,4.0,8.0,93.0,4,2,2,8,Loyal Customer
2069,1655,19.0,5.0,43.0,4,1,1,6,Potential Loyalists Customer
2070,2406,37.0,17.0,374.0,3,3,3,9,Loyal Customer
2071,2712,15.0,20.0,468.0,4,4,3,11,Loyal Customer
2074,2254,5.0,21.0,840.0,4,4,4,12,Loyal Customer
2075,10281,89.0,18.0,416.0,1,3,3,7,Potential Loyalists Customer
2076,6958,58.0,5.0,21.0,2,1,1,4,New Customer
2077,954,23.0,7.0,97.0,4,1,2,7,Potential Loyalists Customer
2080,4643,60.0,8.0,157.0,2,2,2,6,Potential Loyalists Customer
2082,6497,68.0,14.0,326.0,2,3,3,8,Loyal Customer
2086,2802,39.0,18.0,594.0,3,3,3,9,Loyal Customer
2087,6343,94.0,23.0,867.0,1,4,4,9,Loyal Customer
2088,6507,84.0,7.0,51.0,1,1,1,3,Potential Lost Customer
2089,7901,61.0,4.0,17.0,2,1,1,4,New Customer
2090,4865,98.0,15.0,303.0,1,3,3,7,Potential Loyalists Customer
2091,2686,51.0,4.0,21.0,3,1,1,5,New Customer
2092,3107,69.0,13.0,273.0,2,2,2,6,Potential Loyalists Customer
2093,7734,42.0,22.0,743.0,3,4,4,11,Loyal Customer
2095,11031,10.0,5.0,35.0,4,1,1,6,Potential Loyalists Customer
2096,7428,53.0,19.0,803.0,2,3,4,9,Loyal Customer
2097,975,75.0,11.0,215.0,2,2,2,6,Potential Loyalists Customer
2098,1103,40.0,19.0,1013.0,3,3,4,10,Loyal Customer
2099,3422,33.0,10.0,808.0,3,2,4,9,Loyal Customer
2100,1055,60.0,5.0,40.0,2,1,1,4,New Customer
2102,1241,99.0,5.0,46.0,1,1,1,3,Potential Lost Customer
2103,2909,11.0,19.0,764.0,4,3,4,11,Loyal Customer
2104,5802,60.0,7.0,70.0,2,1,2,5,New Customer
2107,340,99.0,18.0,365.0,1,3,3,7,Potential Loyalists Customer
2108,5991,76.0,11.0,217.0,2,2,2,6,Potential Loyalists Customer
2109,3104,11.0,21.0,1004.0,4,4,4,12,Loyal Customer
2110,9729,52.0,18.0,424.0,2,3,3,8,Loyal Customer
2111,1008,69.0,24.0,630.0,2,4,3,9,Loyal Customer
2112,11091,32.0,5.0,17.0,3,1,1,5,New Customer
2113,3969,54.0,7.0,121.0,2,1,2,5,New Customer
2114,1916,8.0,15.0,329.0,4,3,3,10,Loyal Customer
2115,9907,20.0,25.0,626.0,4,4,3,11,Loyal Customer
2116,87,84.0,6.0,52.0,1,1,1,3,Potential Lost Customer
2117,8659,50.0,26.0,638.0,3,4,3,10,Loyal Customer
2118,6262,7.0,22.0,884.0,4,4,4,12,Loyal Customer
2119,6147,49.0,4.0,23.0,3,1,1,5,New Customer
2120,8832,76.0,8.0,112.0,2,2,2,6,Potential Loyalists Customer
2121,10067,21.0,4.0,8.0,4,1,1,6,Potential Loyalists Customer
2122,7532,74.0,8.0,120.0,2,2,2,6,Potential Loyalists Customer
2123,4915,14.0,20.0,478.0,4,4,3,11,Loyal Customer
2124,2115,32.0,6.0,61.0,3,1,1,5,New Customer
2127,6292,40.0,18.0,968.0,3,3,4,10,Loyal Customer
2128,1631,97.0,20.0,772.0,1,4,4,9,Loyal Customer
2129,10104,35.0,4.0,3.0,3,1,1,5,New Customer
2131,3919,36.0,20.0,994.0,3,4,4,11,Loyal Customer
2132,11181,15.0,1.0,3.0,4,1,1,6,Potential Loyalists Customer
2133,642,31.0,6.0,98.0,3,1,2,6,Potential Loyalists Customer
2134,4369,52.0,15.0,717.0,2,3,4,9,Loyal Customer
2135,10127,79.0,15.0,299.0,1,3,2,6,Potential Loyalists Customer
2136,271,70.0,11.0,211.0,2,2,2,6,Potential Loyalists Customer
2138,2948,24.0,10.0,164.0,4,2,2,8,Loyal Customer
2139,2715,89.0,8.0,160.0,1,2,2,5,New Customer
2140,10432,74.0,5.0,17.0,2,1,1,4,New Customer
2141,9216,66.0,6.0,39.0,2,1,1,4,New Customer
2142,7124,28.0,8.0,89.0,3,2,2,7,Potential Loyalists Customer
2143,9727,87.0,7.0,76.0,1,1,2,4,New Customer
2144,5136,42.0,22.0,511.0,3,4,3,10,Loyal Customer
2145,9790,88.0,19.0,791.0,1,3,4,8,Loyal Customer
2146,1818,77.0,5.0,33.0,1,1,1,3,Potential Lost Customer
2147,1100,67.0,8.0,56.0,2,2,1,5,New Customer
2148,7873,70.0,13.0,242.0,2,2,2,6,Potential Loyalists Customer
2149,10609,85.0,7.0,83.0,1,1,2,4,New Customer
2150,6950,75.0,6.0,49.0,2,1,1,4,New Customer
2151,7233,96.0,15.0,956.0,1,3,4,8,Loyal Customer
2152,9481,20.0,8.0,63.0,4,2,1,7,Potential Loyalists Customer
2155,8933,84.0,7.0,61.0,1,1,1,3,Potential Lost Customer
2156,8726,43.0,9.0,155.0,3,2,2,7,Potential Loyalists Customer
2157,1515,91.0,5.0,23.0,1,1,1,3,Potential Lost Customer
2158,5186,41.0,21.0,477.0,3,4,3,10,Loyal Customer
2159,10157,22.0,12.0,225.0,4,2,2,8,Loyal Customer
2160,5667,10.0,24.0,933.0,4,4,4,12,Loyal Customer
2161,902,26.0,13.0,251.0,4,2,2,8,Loyal Customer
2162,977,90.0,15.0,313.0,1,3,3,7,Potential Loyalists Customer
2163,7313,37.0,23.0,881.0,3,4,4,11,Loyal Customer
2164,7600,87.0,5.0,24.0,1,1,1,3,Potential Lost Customer
2165,9706,2.0,7.0,89.0,4,1,2,7,Potential Loyalists Customer
2167,3520,6.0,15.0,671.0,4,3,4,11,Loyal Customer
2168,10394,9.0,18.0,850.0,4,3,4,11,Loyal Customer
2169,4548,34.0,5.0,49.0,3,1,1,5,New Customer
2170,9362,86.0,18.0,398.0,1,3,3,7,Potential Loyalists Customer
2171,3968,23.0,27.0,737.0,4,4,4,12,Loyal Customer
2172,4084,59.0,22.0,548.0,2,4,3,9,Loyal Customer
2173,6721,79.0,15.0,741.0,1,3,4,8,Loyal Customer
2174,2829,75.0,21.0,477.0,2,4,3,9,Loyal Customer
2175,1772,98.0,19.0,1010.0,1,3,4,8,Loyal Customer
2176,1544,49.0,17.0,981.0,3,3,4,10,Loyal Customer
2177,492,97.0,15.0,320.0,1,3,3,7,Potential Loyalists Customer
2178,4377,68.0,14.0,402.0,2,3,3,8,Loyal Customer
2180,1321,51.0,7.0,51.0,3,1,1,5,New Customer
2181,8858,31.0,18.0,386.0,3,3,3,9,Loyal Customer
2183,11187,77.0,7.0,64.0,1,1,1,3,Potential Lost Customer
2184,8207,82.0,5.0,35.0,1,1,1,3,Potential Lost Customer
2185,9723,92.0,25.0,627.0,1,4,3,8,Loyal Customer
2186,2666,79.0,23.0,567.0,1,4,3,8,Loyal Customer
2187,5721,40.0,24.0,882.0,3,4,4,11,Loyal Customer
2188,10652,52.0,15.0,717.0,2,3,4,9,Loyal Customer
2189,1646,64.0,6.0,41.0,2,1,1,4,New Customer
2190,4418,64.0,25.0,911.0,2,4,4,10,Loyal Customer
2191,2656,37.0,5.0,54.0,3,1,1,5,New Customer
2192,7990,98.0,4.0,12.0,1,1,1,3,Potential Lost Customer
2193,8722,62.0,25.0,975.0,2,4,4,10,Loyal Customer
2194,7118,39.0,21.0,870.0,3,4,4,11,Loyal Customer
2195,2980,48.0,7.0,30.0,3,1,1,5,New Customer
2196,1839,75.0,8.0,128.0,2,2,2,6,Potential Loyalists Customer
2197,10722,37.0,16.0,389.0,3,3,3,9,Loyal Customer
2198,2632,90.0,14.0,367.0,1,3,3,7,Potential Loyalists Customer
2199,9014,35.0,7.0,56.0,3,1,1,5,New Customer
2200,7620,29.0,7.0,99.0,3,1,2,6,Potential Loyalists Customer
2201,10968,100.0,23.0,463.0,1,4,3,8,Loyal Customer
2202,11133,97.0,15.0,320.0,1,3,3,7,Potential Loyalists Customer
2203,2736,12.0,22.0,537.0,4,4,3,11,Loyal Customer
2205,5959,20.0,10.0,175.0,4,2,2,8,Loyal Customer
2206,1092,83.0,17.0,702.0,1,3,4,8,Loyal Customer
2207,4333,24.0,7.0,49.0,4,1,1,6,Potential Loyalists Customer
2208,3850,48.0,5.0,38.0,3,1,1,5,New Customer
2209,6168,72.0,5.0,48.0,2,1,1,4,New Customer
2210,607,69.0,17.0,375.0,2,3,3,8,Loyal Customer
2211,10469,58.0,18.0,904.0,2,3,4,9,Loyal Customer
2212,6983,76.0,6.0,40.0,2,1,1,4,New Customer
2213,3661,58.0,19.0,832.0,2,3,4,9,Loyal Customer
2214,9303,88.0,2.0,27.0,1,1,1,3,Potential Lost Customer
2215,692,12.0,4.0,11.0,4,1,1,6,Potential Loyalists Customer
2219,9246,27.0,14.0,314.0,3,3,3,9,Loyal Customer
2220,6261,19.0,16.0,349.0,4,3,3,10,Loyal Customer
2222,10659,93.0,8.0,48.0,1,2,1,4,New Customer
2223,1448,67.0,7.0,46.0,2,1,1,4,New Customer
2224,4286,76.0,20.0,449.0,2,4,3,9,Loyal Customer
2226,4478,13.0,19.0,438.0,4,3,3,10,Loyal Customer
2227,4201,61.0,15.0,348.0,2,3,3,8,Loyal Customer
2229,10084,91.0,6.0,45.0,1,1,1,3,Potential Lost Customer
2230,7004,18.0,7.0,79.0,4,1,2,7,Potential Loyalists Customer
2231,9817,29.0,26.0,647.0,3,4,4,11,Loyal Customer
2232,8080,50.0,4.0,17.0,3,1,1,5,New Customer
2235,10870,54.0,17.0,795.0,2,3,4,9,Loyal Customer
2237,7270,9.0,19.0,755.0,4,3,4,11,Loyal Customer
2238,8235,92.0,22.0,534.0,1,4,3,8,Loyal Customer
2239,9405,60.0,9.0,153.0,2,2,2,6,Potential Loyalists Customer
